域名	解析IP	开放端口	WEB服务器	网站状态
che.alipay.com	110.75.139.2,110.75.231.7	80,443	Tengine/2.1.0	80:(404) 未找到
das.alipay.com	110.75.144.23	-	端口未开放	端口未开放
daq.alipay.com	103.52.199.71,45.113.40.205	-	端口未开放	端口未开放
dds.alipay.com	110.76.26.187	-	端口未开放	端口未开放
dis.alipay.com	110.76.26.207	-	端口未开放	端口未开放
dmd.alipay.com	45.113.40.130,103.52.197.127	-	端口未开放	端口未开放
dpc.alipay.com	110.76.26.193	-	端口未开放	端口未开放
dqm.alipay.com	110.76.26.189	-	端口未开放	端口未开放
dqs.alipay.com	103.52.197.117,103.52.198.185,110.76.26.191	-	端口未开放	端口未开放
drc.alipay.com	100.67.119.68	-	端口未开放	端口未开放
dsg.alipay.com	110.75.229.148	-	端口未开放	端口未开放
dss.alipay.com	110.76.26.207	-	端口未开放	端口未开放
dtm.alipay.com	45.113.42.9,103.52.197.122	-	端口未开放	端口未开放
dwg.alipay.com	45.113.40.205,103.52.199.71	-	端口未开放	端口未开放
emc.alipay.com	103.52.198.162	-	端口未开放	端口未开放
eva.alipay.com	45.113.42.56	-	端口未开放	端口未开放
eya.alipay.com	103.52.199.71,45.113.40.205	-	端口未开放	端口未开放
fdp.alipay.com	103.52.197.16,103.52.198.187	-	端口未开放	端口未开放
atd.alipay.com	110.75.129.2,110.76.30.76	80,443	Tengine/2.1.0	80:正常访问
gdp.alipay.com	195.27.31.238,195.27.31.216	80,443	Tengine	80:正常访问
fyj.alipay.com	103.52.198.86	-	端口未开放	端口未开放
gbc.alipay.com	45.113.42.143	-	端口未开放	端口未开放
gle.alipay.com	110.75.247.26	-	端口未开放	端口未开放
gxt.alipay.com	103.52.199.71,45.113.40.205	-	端口未开放	端口未开放
hjc.alipay.com	110.76.26.106	-	端口未开放	端口未开放
hue.alipay.com	45.113.42.34	-	端口未开放	端口未开放
hty.alipay.com	45.113.42.193	-	端口未开放	端口未开放
hyp.alipay.com	110.75.229.13	-	端口未开放	端口未开放
iam.alipay.com	45.113.40.231	-	端口未开放	端口未开放
idb.alipay.com	103.52.199.80,45.113.40.214	-	端口未开放	端口未开放
ido.alipay.com	103.52.198.212	-	端口未开放	端口未开放
idp.alipay.com	103.52.198.235	-	端口未开放	端口未开放
isd.alipay.com	103.52.197.127,45.113.40.130	-	端口未开放	端口未开放
isv.alipay.com	110.75.231.7,110.75.139.2	80,443	Tengine/2.1.0	80:正常访问
iot.alipay.com	110.76.15.98,110.76.15.173	80,443	Tengine/2.1.0	80:(403) 已禁止
igw.alipay.com	110.75.139.2,110.76.15.47,110.76.15.173,110.76.15.98,110.75.231.7,110.75.129.2,110.76.15.148,110.76.15.34,110.76.30.76,110.76.15.131	80,443	Tengine/2.1.0	80:正常访问
jsb.alipay.com	103.52.198.236	-	端口未开放	端口未开放
jss.alipay.com	110.76.26.120	-	端口未开放	端口未开放
kbt.alipay.com	110.75.229.168	-	端口未开放	端口未开放
kmi.alipay.com	110.76.26.142	-	端口未开放	端口未开放
lbs.alipay.com	45.113.42.28	-	端口未开放	端口未开放
mcp.alipay.com	110.76.26.224	-	端口未开放	端口未开放
mig.alipay.com	45.113.42.183	-	端口未开放	端口未开放
mop.alipay.com	103.52.197.16,103.52.198.187	-	端口未开放	端口未开放
mrp.alipay.com	110.75.229.41	-	端口未开放	端口未开放
msc.alipay.com	110.76.26.206	-	端口未开放	端口未开放
mrm.alipay.com	45.113.42.220	-	端口未开放	端口未开放
mdn.alipay.com	195.27.31.216,195.27.31.238	80,443	获取失败	80:-
ocr.alipay.com	110.76.30.76,110.75.129.2,110.75.231.7,110.75.139.2	443	Tengine/2.1.0	443:(404) 未找到
obs.alipay.com	45.113.40.205,103.52.199.71	-	端口未开放	端口未开放
odc.alipay.com	45.113.42.236	-	端口未开放	端口未开放
oes.alipay.com	110.76.26.1	-	端口未开放	端口未开放
omg.alipay.com	45.113.42.219	-	端口未开放	端口未开放
pas.alipay.com	45.113.40.165	-	端口未开放	端口未开放
pmo.alipay.com	110.75.229.109	-	端口未开放	端口未开放
pua.alipay.com	110.75.229.186	-	端口未开放	端口未开放
qlm.alipay.com	45.113.42.141	-	端口未开放	端口未开放
rds.alipay.com	110.75.139.2,110.75.231.7	80,443	Tengine/2.1.0	80:(404) 未找到
rai.alipay.com	110.75.229.58	-	端口未开放	端口未开放
ren.alipay.com	110.76.26.38	-	端口未开放	端口未开放
rms.alipay.com	110.75.144.104	-	端口未开放	端口未开放
sfs.alipay.com	103.52.198.80	-	端口未开放	端口未开放
ssp.alipay.com	103.52.198.178	-	端口未开放	端口未开放
tms.alipay.com	110.76.27.2	-	端口未开放	端口未开放
uba.alipay.com	110.76.26.201	-	端口未开放	端口未开放
voc.alipay.com	103.52.198.193,103.52.197.50	-	端口未开放	端口未开放
waf.alipay.com	45.113.40.167	-	端口未开放	端口未开放
wsb.alipay.com	110.75.228.198	-	端口未开放	端口未开放
zti.alipay.com	45.113.42.182	-	端口未开放	端口未开放
cm2.alipay.com	103.52.199.205	-	端口未开放	端口未开放
adts.alipay.com	10.190.94.73,10.190.94.75,10.190.94.74	-	端口未开放	端口未开放
adpc.alipay.com	110.76.26.30	-	端口未开放	端口未开放
afsc.alipay.com	110.76.26.77	-	端口未开放	端口未开放
aims.alipay.com	110.75.144.82	-	端口未开放	端口未开放
alps.alipay.com	45.113.42.115	-	端口未开放	端口未开放
amdc.alipay.com	203.209.230.31,203.209.230.8,203.209.230.30,203.209.230.7,203.209.230.3	80,443	Tengine/2.1.0	80:正常访问
antv.alipay.com	195.27.31.216,195.27.31.238	80,443	Tengine	80:正常访问
antc.alipay.com	110.75.144.5	-	端口未开放	端口未开放
antp.alipay.com	110.76.26.251	-	端口未开放	端口未开放
argo.alipay.com	110.76.26.88	-	端口未开放	端口未开放
asoc.alipay.com	110.75.228.19	-	端口未开放	端口未开放
aswf.alipay.com	110.75.143.160	-	端口未开放	端口未开放
baas.alipay.com	106.15.162.172	-	端口未开放	端口未开放
bops.alipay.com	103.52.198.241,110.75.228.9	-	端口未开放	端口未开放
dacu.alipay.com	45.113.42.121	-	端口未开放	端口未开放
degg.alipay.com	45.113.40.233	-	端口未开放	端口未开放
dmng.alipay.com	45.113.42.112,110.75.229.127,103.52.199.91	-	端口未开放	端口未开放
drcc.alipay.com	45.113.42.135	-	端口未开放	端口未开放
dsmp.alipay.com	103.52.198.254,103.52.197.116	-	端口未开放	端口未开放
dsoc.alipay.com	110.75.229.113	-	端口未开放	端口未开放
dtap.alipay.com	110.76.26.186	-	端口未开放	端口未开放
dweg.alipay.com	110.75.139.2,110.75.231.7	80,443	Tengine/2.1.0	80:(404) 未找到
esmp.alipay.com	103.52.197.5,103.52.198.2	-	端口未开放	端口未开放
eyav.alipay.com	45.113.42.198	-	端口未开放	端口未开放
finx.alipay.com	45.113.42.185	-	端口未开放	端口未开放
gama.alipay.com	110.75.231.7,110.75.139.2	80,443	Tengine/2.1.0	80:正常访问
h5xj.alipay.com	45.113.40.171	-	端口未开放	端口未开放
habo.alipay.com	195.27.31.216,195.27.31.238	80,443	获取失败	80:-
hnbc.alipay.com	110.75.229.161	-	端口未开放	端口未开放
ibcm.alipay.com	205.204.108.29,198.11.150.4	-	端口未开放	端口未开放
icat.alipay.com	103.52.198.236	-	端口未开放	端口未开放
icap.alipay.com	198.11.150.4,205.204.108.29	-	端口未开放	端口未开放
idb4.alipay.com	45.113.40.214,103.52.199.80	-	端口未开放	端口未开放
idds.alipay.com	198.11.150.4	-	端口未开放	端口未开放
ifaa.alipay.com	139.129.194.60	80,443	nginx/1.4.6 (Ubuntu)	80:正常访问
ieye.alipay.com	103.52.197.16,103.52.198.187	-	端口未开放	端口未开放
imkt.alipay.com	103.52.198.187,103.52.197.16	-	端口未开放	端口未开放
irap.alipay.com	103.52.199.71,45.113.40.205	-	端口未开放	端口未开放
isee.alipay.com	110.75.228.14	-	端口未开放	端口未开放
isfs.alipay.com	205.204.108.29,198.11.150.4	-	端口未开放	端口未开放
kgqa.alipay.com	110.76.26.238	-	端口未开放	端口未开放
lark.alipay.com	103.52.197.74,103.52.198.52	-	端口未开放	端口未开放
livy.alipay.com	11.144.162.83	-	端口未开放	端口未开放
mabp.alipay.com	110.75.139.2,110.75.231.7	80,443	Tengine/2.1.0	80:(404) 未找到
mcgw.alipay.com	203.209.230.31,203.209.230.3,203.209.230.30,203.209.230.8,203.209.230.7	80,443	Tengine/2.1.0	80:正常访问
mesa.alipay.com	45.113.42.222	-	端口未开放	端口未开放
mdgw.alipay.com	110.75.156.9,110.75.133.8	443	获取失败	443:-
mmng.alipay.com	110.75.229.1	-	端口未开放	端口未开放
mnlu.alipay.com	100.67.143.16,100.67.119.32	-	端口未开放	端口未开放
moat.alipay.com	103.52.197.16,103.52.198.187	-	端口未开放	端口未开放
moee.alipay.com	45.113.42.119	-	端口未开放	端口未开放
mrcp.alipay.com	103.52.198.222	-	端口未开放	端口未开放
mtms.alipay.com	110.75.144.23	-	端口未开放	端口未开放
mugw.alipay.com	110.75.138.5,110.76.30.48	-	端口未开放	端口未开放
mygw.alipay.com	110.76.30.60,110.76.15.38,110.76.15.137,110.76.15.172,110.76.15.104,110.75.129.15,110.76.15.136,110.76.15.39,110.75.139.20,110.75.138.8	-	端口未开放	端口未开放
myh2.alipay.com	110.75.138.19,110.76.15.140,110.76.30.79,110.76.15.107,110.76.15.40	-	端口未开放	端口未开放
myfw.alipay.com	110.75.139.1,110.75.138.10	80,443	Tengine/2.1.0	80:正常访问
mywk.alipay.com	110.75.231.7,110.75.139.2	80,443	Tengine/2.1.0	80:(404) 未找到
nemo.alipay.com	45.113.42.120	-	端口未开放	端口未开放
nfcc.alipay.com	45.113.40.214,103.52.199.80	-	端口未开放	端口未开放
obha.alipay.com	110.75.228.44	-	端口未开放	端口未开放
omeo.alipay.com	110.75.139.2,110.75.231.7	80,443	Tengine/2.1.0	80:(404) 未找到
pmng.alipay.com	45.113.40.205,103.52.199.71	-	端口未开放	端口未开放
puml.alipay.com	45.113.40.147	-	端口未开放	端口未开放
psbp.alipay.com	110.75.231.7,110.75.139.2	80,443	Tengine/2.1.0	80:(403) 已禁止
qlma.alipay.com	45.113.42.141	-	端口未开放	端口未开放
rdpm.alipay.com	103.52.197.166,103.52.198.53	-	端口未开放	端口未开放
rone.alipay.com	110.76.26.125	-	端口未开放	端口未开放
sjzf.alipay.com	110.75.231.7,110.75.139.2	80,443	Tengine/2.1.0	80:(404) 未找到
sofa.alipay.com	45.113.42.115	-	端口未开放	端口未开放
tars.alipay.com	103.52.199.71,45.113.40.205	-	端口未开放	端口未开放
tdat.alipay.com	45.113.40.205,103.52.199.71	-	端口未开放	端口未开放
tmd4.alipay.com	110.75.149.99	-	端口未开放	端口未开放
yyzk.alipay.com	45.113.42.159	-	端口未开放	端口未开放
zbdm.alipay.com	110.75.229.84	-	端口未开放	端口未开放
zhub.alipay.com	110.75.231.7,110.75.139.2	80,443	Tengine/2.1.0	80:正常访问
ziap.alipay.com	110.76.26.129	-	端口未开放	端口未开放
zmng.alipay.com	103.52.199.105	-	端口未开放	端口未开放
zstp.alipay.com	103.52.199.71,45.113.40.205	-	端口未开放	端口未开放
certify.alipay.com	110.75.139.2,110.75.231.7	80,443	获取失败	80:-
auth.alipay.com	203.209.230.31,203.209.230.3,203.209.230.30,203.209.230.7,203.209.230.8	80,443	获取失败	80:-
fun.alipay.com	110.75.139.2,110.75.231.7	80,443	获取失败	80:-
shanghu.alipay.com	110.75.138.10,110.75.139.1	443	获取失败	443:-
pic.alipay.com	110.75.139.2,110.75.231.7	80,443	获取失败	80:-
huabei.alipay.com	110.75.139.1,110.75.138.10	80,443	获取失败	80:-
wifi.alipay.com	110.75.231.7,110.75.139.2	80,443	获取失败	80:-
static.alipay.com	110.75.139.2,110.75.231.7	80,443	获取失败	80:-
render.alipay.com	213.244.178.233,213.244.178.234	80,443	获取失败	80:-
pimg.alipay.com	110.75.139.2,110.75.231.7	80,443	获取失败	80:-
s.alipay.com	110.75.231.7,110.75.139.2	80,443	获取失败	80:-
lingshou.alipay.com	110.75.231.7,110.75.139.2	80,443	获取失败	80:-
pcreditprod.alipay.com	110.75.138.10,110.75.139.1	443	获取失败	443:-
kuai.alipay.com	110.75.231.7,110.75.139.2	80,443	获取失败	80:-
download.alipay.com	110.75.139.2,110.75.231.7	80,443	获取失败	80:-
www.alipay.com	110.76.15.98,110.76.15.173	80,443	获取失败	80:-
mall.alipay.com	110.75.231.7,110.75.139.2	80,443	获取失败	80:-
mp.alipay.com	110.75.231.7,110.75.139.2	80,443	获取失败	80:-
lp.alipay.com	110.75.139.2,110.75.231.7	80,443	获取失败	80:-
katongweb.alipay.com	110.75.129.2,110.76.30.76	80,443	获取失败	80:-
wsgw.alipay.com	110.75.139.2,110.75.231.7	80,443	获取失败	80:-
assets.alipay.com	110.75.231.7,110.75.139.2	80,443	获取失败	80:-
securitycenter.alipay.com	110.75.139.2,110.75.231.7	80,443	获取失败	80:-
mdap.alipay.com	110.75.129.11,110.75.139.13,110.76.30.82,110.75.138.22	80,443	获取失败	80:-
m.alipay.com	110.75.231.7,110.75.139.2	80,443	获取失败	80:-
market.alipay.com	110.75.138.10,110.75.139.1	443	获取失败	443:-
f.alipay.com	110.75.138.10,110.75.139.1	443	获取失败	443:-
zht.alipay.com	110.75.231.7,110.75.139.2	80,443	获取失败	80:-
hi.alipay.com	110.75.231.7,110.75.139.2	80,443	获取失败	80:-
pass.alipay.com	110.75.231.7,110.75.139.2	80,443	获取失败	80:-
escrowexprod.alipay.com	203.209.230.30,203.209.230.31,203.209.230.3,203.209.230.8,203.209.230.7	80,443	获取失败	80:-
pms.alipay.com	110.75.139.2,110.75.231.7	80,443	获取失败	80:-
zos.alipay.com	110.75.139.2,110.75.231.7	80,443	获取失败	80:-
kj.alipay.com	110.75.139.2,110.75.231.7	80,443	获取失败	80:-
lab.alipay.com	110.75.231.7,110.75.139.2	80,443	获取失败	80:-
opendata.alipay.com	110.75.231.7,110.75.139.2	80,443	获取失败	80:-
