域名	解析IP	开放端口	WEB服务器	网站状态
yjb.aliyun.com	47.92.21.239,47.92.62.7,47.92.21.234,47.92.21.238,47.92.21.235,47.92.21.2,47.92.21.233,47.92.21.237,47.92.21.236,47.92.62.6	80,443	Tengine	80:尝试自动重定向的次数太多
zjw.aliyun.com	10.0.0.18	-	端口未开放	端口未开放
bb8.aliyun.com	140.205.172.20	80,443	Tengine/Aserver	80:正常访问
k8s.aliyun.com	118.31.232.181	80,443	AliyunOSS	80:(404) 未找到
pmo.aliyun.com	140.205.135.3	80,443	获取失败	80:-
acjs.aliyun.com	106.11.61.77	80,443	Tengine	80:(403) 已禁止
apex.aliyun.com	106.11.211.250,106.11.208.49	80,443	Tengine	80:正常访问
cfun.aliyun.com	205.204.101.30	80,443	Tengine	80:(404) 未找到
cfus.aliyun.com	198.11.132.171	80,443	Tengine	80:(404) 未找到
cfsg.aliyun.com	47.89.75.215,47.89.88.90	80,443	Tengine/Aserver	80:(404) 未找到
csim.aliyun.com	106.11.62.15	80,443	Tengine	80:(504) 网关超时
dbes.aliyun.com	120.55.179.111	-	端口未开放	端口未开放
gaas.aliyun.com	106.11.62.15	80,443	Tengine	80:正常访问
iess.aliyun.com	140.205.57.39	-	端口未开放	端口未开放
iotx.aliyun.com	139.196.67.152,139.196.67.154,106.15.100.117,106.15.100.122,106.15.100.113,106.15.100.127,106.15.100.124,106.15.100.125,106.15.100.126,106.15.100.115,106.15.100.116,106.15.100.114	80,443	Tengine	80:(500) 内部服务器错误
lids.aliyun.com	223.5.0.222	-	端口未开放	端口未开放
mvps.aliyun.com	139.196.67.152,106.15.100.117,106.15.100.116,106.15.100.126,106.15.100.122,106.15.100.115,106.15.100.124,106.15.100.127,106.15.100.113,106.15.100.114,139.196.67.154,106.15.100.125	80,443	Tengine	80:(500) 内部服务器错误
ntp2.aliyun.com	203.107.6.88	-	端口未开放	端口未开放
ntp3.aliyun.com	203.107.6.88	-	端口未开放	端口未开放
ntp6.aliyun.com	203.107.6.88	-	端口未开放	端口未开放
ntp4.aliyun.com	203.107.6.88	-	端口未开放	端口未开放
ntp7.aliyun.com	203.107.6.88	-	端口未开放	端口未开放
ntp5.aliyun.com	203.107.6.88	-	端口未开放	端口未开放
ntp1.aliyun.com	120.25.115.20	-	端口未开放	端口未开放
olap.aliyun.com	10.151.128.136	-	端口未开放	端口未开放
perf.aliyun.com	106.11.61.7	80	Tengine/2.1.0	80:(500) 内部服务器错误
pin2.aliyun.com	106.11.62.13,140.205.158.1	80,443	Tengine	80:(404) 未找到
tyid.aliyun.com	42.120.158.61	443	Tengine	443:正常访问
idb.rds.aliyun.com	120.55.35.40,120.27.176.229,120.55.35.41,116.62.99.1,120.55.35.2,120.27.176.228,120.55.35.39,120.55.35.37,120.55.35.34,120.55.35.38	80,443	获取失败	80:-
control.aliyun.com	140.205.172.21	80,443	获取失败	80:-
console.aliyun.com	140.205.135.3	80,443	获取失败	80:-
yunxiao.aliyun.com	59.110.251.4,59.110.251.12,59.110.251.10,182.92.29.54,182.92.29.40,182.92.29.16,59.110.251.9,182.92.29.13,59.110.251.11,182.92.29.53	80,443	获取失败	80:-
rds.console.aliyun.com	140.205.34.12	80,443	获取失败	80:-
vmcp.aliyun.com	140.205.32.13	80,443	获取失败	80:-
ocs.aliyun.com	140.205.230.3	80,443	获取失败	80:-
message.aliyun.com	140.205.34.12	80,443	获取失败	80:-
id2.aliyun.com	106.15.100.123,139.196.135.158,106.15.100.136,106.15.100.121,139.196.135.157,139.196.135.155,139.196.135.156,139.196.135.143,106.15.100.120,139.196.67.174	80,443	获取失败	80:-
odps.aliyun.com	140.205.230.3	80,443	获取失败	80:-
msc.aliyun.com	140.205.32.13	80,443	获取失败	80:-
k.aliyun.com	140.205.172.20	80,443	获取失败	80:-
order.aliyun.com	140.205.172.21	80,443	获取失败	80:-
rdc.aliyun.com	59.110.251.11,182.92.29.54,182.92.29.16,59.110.251.9,182.92.29.40,59.110.251.12,59.110.251.4,182.92.29.13,182.92.29.53,59.110.251.10	80,443	获取失败	80:-
promotion.aliyun.com	140.205.172.21	80,443	获取失败	80:-
web.aliyun.com	140.205.172.20	80,443	获取失败	80:-
cart.aliyun.com	106.11.62.15	80,443	获取失败	80:-
dts.aliyun.com	47.97.242.79,47.97.242.76,47.97.242.81,47.97.242.83,47.97.242.77,47.97.242.80,112.124.225.62,47.97.242.82,47.97.242.75,47.97.242.78	80,443	获取失败	80:-
msp.aliyun.com	140.205.34.12	80,443	获取失败	80:-
pages.aliyun.com	140.205.135.3	80,443	获取失败	80:-
living.aliyun.com	47.97.242.78,112.124.225.62,47.97.242.81,47.97.242.77,47.97.242.80,47.97.242.83,47.97.242.79,47.97.242.76,47.97.242.75,47.97.242.82	80,443	获取失败	80:-
oss.aliyun.com	140.205.32.13	80,443	获取失败	80:-
jr.aliyun.com	140.205.34.12	80,443	获取失败	80:-
media.aliyun.com	140.205.172.21	80,443	获取失败	80:-
api.market.aliyun.com	106.11.62.15	80,443	获取失败	80:-
cdn.aliyun.com	140.205.172.21	80,443	获取失败	80:-
bone.aliyun.com	112.124.225.62,47.97.242.76,47.97.242.79,47.97.242.75,47.97.242.81,47.97.242.78,47.97.242.83,47.97.242.80,47.97.242.82,47.97.242.77	80,443	获取失败	80:-
click.aliyun.com	140.205.172.21	80,443	获取失败	80:-
cde.aliyun.com	47.97.242.77,47.97.242.83,47.97.242.82,47.97.242.76,47.97.242.80,47.97.242.75,47.97.242.81,47.97.242.79,112.124.225.62,47.97.242.78	80,443	获取失败	80:-
kvstore.console.aliyun.com	140.205.32.13	80,443	获取失败	80:-
fx.aliyun.com	140.205.34.12	80,443	获取失败	80:-
bsn.aliyun.com	140.205.32.13	80,443	获取失败	80:-
jr.aliyun.com	140.205.34.12	80,443	获取失败	80:-
code.aliyun.com	120.55.150.20	80,443	获取失败	80:-
finance.aliyun.com	140.205.34.12	80,443	获取失败	80:-
ma.aliyun.com	47.97.242.76,112.124.225.62,47.97.242.82,47.97.242.83,47.97.242.81,47.97.242.79,47.97.242.75,47.97.242.80,47.97.242.77,47.97.242.78	80,443	获取失败	80:-
i.aliyun.com	140.205.32.13	80,443	获取失败	80:-
industry.aliyun.com	120.55.35.2,116.62.99.1,120.55.35.37,120.55.35.40,120.55.35.34,120.27.176.229,120.55.35.39,120.27.176.228,120.55.35.41,120.55.35.38	80,443	获取失败	80:-
page.aliyun.com	140.205.34.12	80,443	获取失败	80:-
smart.aliyun.com	203.119.207.243	80,443	获取失败	80:-
appcloud.aliyun.com	140.205.172.21	80,443	获取失败	80:-
act.aliyun.com	140.205.172.20	80,443	获取失败	80:-
stream.aliyun.com	106.15.100.122,139.196.67.152,106.15.100.127,106.15.100.116,106.15.100.126,106.15.100.125,139.196.67.154,106.15.100.115,106.15.100.114,106.15.100.124,106.15.100.113,106.15.100.117	80,443	获取失败	80:-
check.aliyun.com	140.205.172.20	80,443	获取失败	80:-
medical.aliyun.com	119.23.169.52,119.23.169.58,119.23.169.57,119.23.169.56,119.23.169.55,119.23.169.51,119.23.169.53,120.25.116.21,119.23.169.59,119.23.169.54	80,443	获取失败	80:-
bi.aliyun.com	106.15.100.113,106.15.100.127,106.15.100.124,106.15.100.126,106.15.100.122,106.15.100.115,139.196.67.152,106.15.100.125,106.15.100.117,106.15.100.114,106.15.100.116,139.196.67.154	80,443	获取失败	80:-
sale.aliyun.com	140.205.172.21	80,443	获取失败	80:-
home.console.aliyun.com	140.205.172.21	80,443	获取失败	80:-
gas.aliyun.com	47.97.242.82,47.97.242.83,47.97.242.76,47.97.242.75,47.97.242.78,47.97.242.80,112.124.225.62,47.97.242.81,47.97.242.77,47.97.242.79	80,443	获取失败	80:-
dms.aliyun.com	120.55.35.41,120.55.35.40,120.55.35.39,116.62.99.1,120.55.35.2,120.27.176.228,120.55.35.37,120.55.35.38,120.55.35.34,120.27.176.229	80,443	获取失败	80:-
yundun.console.aliyun.com	140.205.135.3	80,443	获取失败	80:-
technology.aliyun.com	140.205.135.3	80,443	获取失败	80:-
hpc.aliyun.com	140.205.230.3	80,443	获取失败	80:-
contract.aliyun.com	106.11.62.15	80,443	获取失败	80:-
acs.aliyun.com	203.119.207.114	80,443	获取失败	80:-
account.aliyun.com	140.205.248.214	80,443	获取失败	80:-
game.aliyun.com	140.205.230.3	80,443	获取失败	80:-
www.aliyun.com	140.205.34.3,140.205.32.4,106.11.93.21,140.205.230.13	80,443	获取失败	80:-
sit.aliyun.com	140.205.135.3	80,443	获取失败	80:-
h5.aliyun.com	140.205.34.12	80,443	获取失败	80:-
